a_id,cont_id,cont_adv_id,cont_own_id,cont_prod_id,cont_date,cont_amt,b_id,adv_id,adv_name,c_id,clt_id,clt_name,e_id,prod_id,prod_name,d_id,cal_date,week_day,bus_day
a_320,C5835523,433297,C53771,p100,2022-02-04,166000,b_44,433297,Adv_44,c_2,C53771,Client_2,e_0,p100,Prod_A,d_765,2022-02-04,4,1
a_321,A5360413,870280,C52678,p100,2020-06-22,275000,b_20,870280,Adv_20,c_192,C52678,Client_192,e_0,p100,Prod_A,d_173,2020-06-22,0,1
a_322,C8082604,752235,C50344,p600,2022-12-21,247000,b_21,752235,Adv_21,c_81,C50344,Client_81,e_5,p600,Prod_F,d_1085,2022-12-21,2,1
a_323,E5110972,248812,C55131,p300,2020-04-16,624000,b_82,248812,Adv_82,c_255,C55131,Client_255,e_2,p300,Prod_C,d_106,2020-04-16,3,1
a_324,A2666684,547782,C53546,p400,2020-10-21,789000,b_91,547782,Adv_91,c_208,C53546,Client_208,e_3,p400,Prod_D,d_294,2020-10-21,2,1
a_325,B1584546,889774,C56302,p100,2022-02-09,864000,b_74,889774,Adv_74,c_136,C56302,Client_136,e_0,p100,Prod_A,d_770,2022-02-09,2,1
a_326,E3422699,299218,C58207,p600,2022-01-19,358000,b_90,299218,Adv_90,c_169,C58207,Client_169,e_5,p600,Prod_F,d_749,2022-01-19,2,1
a_327,B6740754,781748,C58748,p400,2022-07-02,672000,b_49,781748,Adv_49,c_198,C58748,Client_198,e_3,p400,Prod_D,d_913,2022-07-02,5,0
a_328,F4092253,348325,C57798,p200,2020-04-02,619000,b_72,348325,Adv_72,c_60,C57798,Client_60,e_1,p200,Prod_B,d_92,2020-04-02,3,1
a_329,C3928123,749684,C56266,p500,2021-08-10,858000,b_84,749684,Adv_84,c_259,C56266,Client_259,e_4,p500,Prod_E,d_587,2021-08-10,1,1
a_330,A4603731,889774,C56184,p200,2020-08-25,778000,b_74,889774,Adv_74,c_164,C56184,Client_164,e_1,p200,Prod_B,d_237,2020-08-25,1,1
a_331,C6706733,240750,C55517,p600,2022-10-15,857000,b_29,240750,Adv_29,c_226,C55517,Client_226,e_5,p600,Prod_F,d_1018,2022-10-15,5,0
a_332,A7518471,865372,C56587,p500,2020-03-11,417000,b_41,865372,Adv_41,c_149,C56587,Client_149,e_4,p500,Prod_E,d_70,2020-03-11,2,1
a_333,D2584289,646138,C59126,p200,2020-10-07,139000,b_0,646138,Adv_0,c_162,C59126,Client_162,e_1,p200,Prod_B,d_280,2020-10-07,2,1
a_334,A8657783,541952,C58741,p700,2020-04-04,549000,b_68,541952,Adv_68,c_46,C58741,Client_46,e_6,p700,Prod_G,d_94,2020-04-04,5,0
a_335,C8868029,859330,C59439,p200,2022-09-09,593000,b_15,859330,Adv_15,c_47,C59439,Client_47,e_1,p200,Prod_B,d_982,2022-09-09,4,1
a_336,A7185298,611303,C59967,p700,2021-11-09,564000,b_53,611303,Adv_53,c_176,C59967,Client_176,e_6,p700,Prod_G,d_678,2021-11-09,1,1
a_337,B5508345,359102,C51504,p200,2021-01-16,329000,b_95,359102,Adv_95,c_41,C51504,Client_41,e_1,p200,Prod_B,d_381,2021-01-16,5,0
a_338,C5646868,351031,C59979,p700,2022-11-27,491000,b_18,351031,Adv_18,c_160,C59979,Client_160,e_6,p700,Prod_G,d_1061,2022-11-27,6,0
a_339,E7489785,633447,C56356,p700,2022-04-09,404000,b_30,633447,Adv_30,c_84,C56356,Client_84,e_6,p700,Prod_G,d_829,2022-04-09,5,0
a_340,C2060174,814758,C59715,p600,2020-04-22,625000,b_73,814758,Adv_73,c_240,C59715,Client_240,e_5,p600,Prod_F,d_112,2020-04-22,2,1
a_341,B7917031,759091,C58050,p400,2022-03-25,196000,b_1,759091,Adv_1,c_224,C58050,Client_224,e_3,p400,Prod_D,d_814,2022-03-25,4,1
a_342,D6468422,456688,C50222,p100,2022-08-22,537000,b_38,456688,Adv_38,c_146,C50222,Client_146,e_0,p100,Prod_A,d_964,2022-08-22,0,1
a_343,E4236697,804837,C51448,p100,2022-03-21,309000,b_59,804837,Adv_59,c_100,C51448,Client_100,e_0,p100,Prod_A,d_810,2022-03-21,0,1
a_344,E6560931,767765,C58940,p300,2021-11-28,772000,b_9,767765,Adv_9,c_97,C58940,Client_97,e_2,p300,Prod_C,d_697,2021-11-28,6,0
a_345,B7236821,767765,C55795,p600,2022-01-17,400000,b_9,767765,Adv_9,c_191,C55795,Client_191,e_5,p600,Prod_F,d_747,2022-01-17,0,1
a_346,F3212182,592435,C58995,p200,2020-09-16,473000,b_52,592435,Adv_52,c_15,C58995,Client_15,e_1,p200,Prod_B,d_259,2020-09-16,2,1
a_347,D5620571,388490,C57190,p600,2021-11-09,291000,b_35,388490,Adv_35,c_262,C57190,Client_262,e_5,p600,Prod_F,d_678,2021-11-09,1,1
a_348,A2904747,836654,C55356,p100,2021-09-02,686000,b_34,836654,Adv_34,c_141,C55356,Client_141,e_0,p100,Prod_A,d_610,2021-09-02,3,1
a_349,C7382977,646138,C54030,p100,2021-05-29,949000,b_0,646138,Adv_0,c_256,C54030,Client_256,e_0,p100,Prod_A,d_514,2021-05-29,5,0
a_350,C7542120,454332,C56092,p600,2020-09-25,301000,b_10,454332,Adv_10,c_207,C56092,Client_207,e_5,p600,Prod_F,d_268,2020-09-25,4,1
a_351,C4611671,365269,C57798,p700,2022-02-27,246000,b_50,365269,Adv_50,c_60,C57798,Client_60,e_6,p700,Prod_G,d_788,2022-02-27,6,0
a_352,B5046198,420312,C57145,p300,2020-05-05,390000,b_26,420312,Adv_26,c_85,C57145,Client_85,e_2,p300,Prod_C,d_125,2020-05-05,1,1
a_353,F3702788,571629,C58189,p600,2021-05-25,820000,b_66,571629,Adv_66,c_62,C58189,Client_62,e_5,p600,Prod_F,d_510,2021-05-25,1,1
a_354,B3737727,547782,C54547,p500,2020-10-28,518000,b_91,547782,Adv_91,c_87,C54547,Client_87,e_4,p500,Prod_E,d_301,2020-10-28,2,1
a_355,C6091767,804837,C50978,p300,2022-12-28,193000,b_59,804837,Adv_59,c_140,C50978,Client_140,e_2,p300,Prod_C,d_1092,2022-12-28,2,1
a_356,C6792802,783500,C51053,p500,2020-05-27,885000,b_46,783500,Adv_46,c_233,C51053,Client_233,e_4,p500,Prod_E,d_147,2020-05-27,2,1
a_357,F1207111,981938,C53369,p200,2021-03-26,808000,b_24,981938,Adv_24,c_9,C53369,Client_9,e_1,p200,Prod_B,d_450,2021-03-26,4,1
a_358,C3299844,547782,C55766,p600,2021-12-21,838000,b_91,547782,Adv_91,c_42,C55766,Client_42,e_5,p600,Prod_F,d_720,2021-12-21,1,1
a_358,C3299844,547782,C55766,p600,2021-12-21,838000,b_91,547782,Adv_91,c_113,C55766,Client_113,e_5,p600,Prod_F,d_720,2021-12-21,1,1
a_359,F4809141,541952,C58334,p400,2021-12-08,811000,b_68,541952,Adv_68,c_66,C58334,Client_66,e_3,p400,Prod_D,d_707,2021-12-08,2,1
a_359,F4809141,541952,C58334,p400,2021-12-08,811000,b_68,541952,Adv_68,c_290,C58334,Client_290,e_3,p400,Prod_D,d_707,2021-12-08,2,1
a_360,D1378889,456688,C53237,p300,2021-01-18,329000,b_38,456688,Adv_38,c_37,C53237,Client_37,e_2,p300,Prod_C,d_383,2021-01-18,0,1
a_361,E8833802,601014,C59126,p700,2022-05-10,413000,b_62,601014,Adv_62,c_162,C59126,Client_162,e_6,p700,Prod_G,d_860,2022-05-10,1,1
a_362,D7821910,673595,C59868,p700,2020-12-31,200000,b_56,673595,Adv_56,c_51,C59868,Client_51,e_6,p700,Prod_G,d_365,2020-12-31,3,1
a_363,C8116483,828225,C51662,p600,2020-07-18,830000,b_54,828225,Adv_54,c_260,C51662,Client_260,e_5,p600,Prod_F,d_199,2020-07-18,5,0
a_364,E1581121,367871,C59715,p400,2020-08-12,640000,b_55,367871,Adv_55,c_240,C59715,Client_240,e_3,p400,Prod_D,d_224,2020-08-12,2,1
a_365,F6431488,155067,C57802,p200,2022-06-23,489000,b_33,155067,Adv_33,c_278,C57802,Client_278,e_1,p200,Prod_B,d_904,2022-06-23,3,1
a_366,E6398685,391073,C50978,p400,2022-10-25,855000,b_96,391073,Adv_96,c_140,C50978,Client_140,e_3,p400,Prod_D,d_1028,2022-10-25,1,1
a_367,B7460164,359102,C59979,p100,2020-12-02,497000,b_95,359102,Adv_95,c_160,C59979,Client_160,e_0,p100,Prod_A,d_336,2020-12-02,2,1
a_368,A6629636,749684,C51080,p700,2021-10-09,989000,b_84,749684,Adv_84,c_212,C51080,Client_212,e_6,p700,Prod_G,d_647,2021-10-09,5,0
a_369,C5969768,562559,C55131,p100,2020-04-09,666000,b_11,562559,Adv_11,c_255,C55131,Client_255,e_0,p100,Prod_A,d_99,2020-04-09,3,1
a_370,E8355086,143682,C58640,p400,2020-08-06,713000,b_81,143682,Adv_81,c_82,C58640,Client_82,e_3,p400,Prod_D,d_218,2020-08-06,3,1
a_371,F8030076,942262,C52767,p700,2021-03-17,880000,b_22,942262,Adv_22,c_297,C52767,Client_297,e_6,p700,Prod_G,d_441,2021-03-17,2,1
a_372,D5175225,592435,C58741,p700,2020-02-06,347000,b_52,592435,Adv_52,c_46,C58741,Client_46,e_6,p700,Prod_G,d_36,2020-02-06,3,1
a_373,F3874429,592435,C53612,p100,2022-08-18,777000,b_52,592435,Adv_52,c_236,C53612,Client_236,e_0,p100,Prod_A,d_960,2022-08-18,3,1
a_374,A1152095,420312,C51341,p600,2020-10-10,786000,b_26,420312,Adv_26,c_166,C51341,Client_166,e_5,p600,Prod_F,d_283,2020-10-10,5,0
a_375,A5369472,274894,C53546,p700,2022-09-03,596000,b_17,274894,Adv_17,c_208,C53546,Client_208,e_6,p700,Prod_G,d_976,2022-09-03,5,0
a_376,B3093245,633447,C50869,p300,2020-03-23,185000,b_30,633447,Adv_30,c_126,C50869,Client_126,e_2,p300,Prod_C,d_82,2020-03-23,0,1
a_377,A4593848,804837,C58640,p600,2022-07-17,673000,b_59,804837,Adv_59,c_82,C58640,Client_82,e_5,p600,Prod_F,d_928,2022-07-17,6,0
a_378,C8831722,451696,C53171,p100,2022-12-22,391000,b_88,451696,Adv_88,c_130,C53171,Client_130,e_0,p100,Prod_A,d_1086,2022-12-22,3,1
a_379,B7358284,253754,C55766,p700,2021-04-13,458000,b_4,253754,Adv_4,c_42,C55766,Client_42,e_6,p700,Prod_G,d_468,2021-04-13,1,1
a_379,B7358284,253754,C55766,p700,2021-04-13,458000,b_4,253754,Adv_4,c_113,C55766,Client_113,e_6,p700,Prod_G,d_468,2021-04-13,1,1
a_380,B8588304,804837,C50189,p500,2022-05-20,347000,b_59,804837,Adv_59,c_175,C50189,Client_175,e_4,p500,Prod_E,d_870,2022-05-20,4,1
a_381,B4469654,634950,C55204,p300,2021-01-27,442000,b_92,634950,Adv_92,c_103,C55204,Client_103,e_2,p300,Prod_C,d_392,2021-01-27,2,1
a_382,E8748347,299218,C50978,p400,2020-10-02,625000,b_90,299218,Adv_90,c_140,C50978,Client_140,e_3,p400,Prod_D,d_275,2020-10-02,4,1
a_383,A5711280,804837,C55939,p300,2022-12-06,725000,b_59,804837,Adv_59,c_251,C55939,Client_251,e_2,p300,Prod_C,d_1070,2022-12-06,1,1
a_384,E6623952,389054,C53734,p200,2021-09-23,330000,b_8,389054,Adv_8,c_24,C53734,Client_24,e_1,p200,Prod_B,d_631,2021-09-23,3,1
a_385,A4867194,949842,C51080,p700,2021-08-30,448000,b_85,949842,Adv_85,c_212,C51080,Client_212,e_6,p700,Prod_G,d_607,2021-08-30,0,1
a_386,C7182008,918769,C50642,p600,2021-07-15,719000,b_31,918769,Adv_31,c_38,C50642,Client_38,e_5,p600,Prod_F,d_561,2021-07-15,3,1
a_387,C5559045,267231,C59412,p700,2021-03-30,919000,b_70,267231,Adv_70,c_205,C59412,Client_205,e_6,p700,Prod_G,d_454,2021-03-30,1,1
a_388,F2855613,723674,C51545,p600,2021-11-03,885000,b_36,723674,Adv_36,c_25,C51545,Client_25,e_5,p600,Prod_F,d_672,2021-11-03,2,1
a_389,D1331710,299218,C53612,p200,2020-09-30,942000,b_90,299218,Adv_90,c_236,C53612,Client_236,e_1,p200,Prod_B,d_273,2020-09-30,2,1
a_390,D1245987,795263,C59412,p400,2021-11-03,826000,b_64,795263,Adv_64,c_205,C59412,Client_205,e_3,p400,Prod_D,d_672,2021-11-03,2,1
a_391,C8102201,389054,C58251,p500,2020-12-20,794000,b_8,389054,Adv_8,c_276,C58251,Client_276,e_4,p500,Prod_E,d_354,2020-12-20,6,0
a_392,E7616111,643935,C58251,p300,2022-10-18,381000,b_77,643935,Adv_77,c_276,C58251,Client_276,e_2,p300,Prod_C,d_1021,2022-10-18,1,1
a_393,F1910517,518825,C59717,p200,2022-10-04,173000,b_13,518825,Adv_13,c_299,C59717,Client_299,e_1,p200,Prod_B,d_1007,2022-10-04,1,1
a_394,F1929229,646138,C53156,p200,2020-10-26,482000,b_0,646138,Adv_0,c_43,C53156,Client_43,e_1,p200,Prod_B,d_299,2020-10-26,0,1
a_395,B5904164,814758,C55603,p100,2022-08-16,107000,b_73,814758,Adv_73,c_7,C55603,Client_7,e_0,p100,Prod_A,d_958,2022-08-16,1,1
a_396,C5997417,934429,C57351,p300,2021-10-25,315000,b_57,934429,Adv_57,c_147,C57351,Client_147,e_2,p300,Prod_C,d_663,2021-10-25,0,1
a_397,E1866441,314898,C55028,p100,2020-10-27,468000,b_51,314898,Adv_51,c_247,C55028,Client_247,e_0,p100,Prod_A,d_300,2020-10-27,1,1
a_398,F2184210,359102,C56302,p300,2022-07-23,587000,b_95,359102,Adv_95,c_136,C56302,Client_136,e_2,p300,Prod_C,d_934,2022-07-23,5,0
a_399,B6352215,646138,C50248,p600,2021-05-21,617000,b_0,646138,Adv_0,c_250,C50248,Client_250,e_5,p600,Prod_F,d_506,2021-05-21,4,1
a_400,A7479562,314453,C55383,p300,2021-07-21,657000,b_23,314453,Adv_23,c_257,C55383,Client_257,e_2,p300,Prod_C,d_567,2021-07-21,2,1
a_401,D3138406,795263,C59313,p400,2022-06-07,816000,b_64,795263,Adv_64,c_0,C59313,Client_0,e_3,p400,Prod_D,d_888,2022-06-07,1,1
a_402,F6336261,314453,C56331,p100,2021-07-27,122000,b_23,314453,Adv_23,c_28,C56331,Client_28,e_0,p100,Prod_A,d_573,2021-07-27,1,1
a_403,A8792189,708313,C50288,p400,2022-04-05,560000,b_3,708313,Adv_3,c_13,C50288,Client_13,e_3,p400,Prod_D,d_825,2022-04-05,1,1
a_404,E5918863,314898,C52792,p300,2020-04-11,625000,b_51,314898,Adv_51,c_165,C52792,Client_165,e_2,p300,Prod_C,d_101,2020-04-11,5,0
a_405,C7971071,752235,C50642,p600,2022-12-29,347000,b_21,752235,Adv_21,c_38,C50642,Client_38,e_5,p600,Prod_F,d_1093,2022-12-29,3,1
a_406,A3363323,456688,C53729,p600,2022-08-22,953000,b_38,456688,Adv_38,c_18,C53729,Client_18,e_5,p600,Prod_F,d_964,2022-08-22,0,1
a_407,F6054394,121238,C55914,p300,2022-12-26,669000,b_28,121238,Adv_28,c_285,C55914,Client_285,e_2,p300,Prod_C,d_1090,2022-12-26,0,1
a_408,B3140901,795263,C50190,p200,2021-01-27,480000,b_64,795263,Adv_64,c_173,C50190,Client_173,e_1,p200,Prod_B,d_392,2021-01-27,2,1
a_409,E7184902,248812,C55938,p500,2021-02-21,435000,b_82,248812,Adv_82,c_294,C55938,Client_294,e_4,p500,Prod_E,d_417,2021-02-21,6,0
a_410,E3996106,242877,C55102,p200,2020-12-01,882000,b_42,242877,Adv_42,c_148,C55102,Client_148,e_1,p200,Prod_B,d_335,2020-12-01,1,1
a_411,B3172226,850104,C59715,p400,2021-09-03,165000,b_60,850104,Adv_60,c_240,C59715,Client_240,e_3,p400,Prod_D,d_611,2021-09-03,4,1
a_412,B6800830,454332,C50733,p500,2020-01-29,752000,b_10,454332,Adv_10,c_20,C50733,Client_20,e_4,p500,Prod_E,d_28,2020-01-29,2,1
a_413,C8480482,102634,C50049,p300,2020-12-04,193000,b_67,102634,Adv_67,c_245,C50049,Client_245,e_2,p300,Prod_C,d_338,2020-12-04,4,1
a_414,C2415481,799164,C55645,p300,2022-11-19,983000,b_47,799164,Adv_47,c_31,C55645,Client_31,e_2,p300,Prod_C,d_1053,2022-11-19,5,0
a_415,C4498571,759091,C55645,p100,2022-10-10,685000,b_1,759091,Adv_1,c_31,C55645,Client_31,e_0,p100,Prod_A,d_1013,2022-10-10,0,1
a_416,D1641193,541952,C58095,p400,2020-04-06,982000,b_68,541952,Adv_68,c_19,C58095,Client_19,e_3,p400,Prod_D,d_96,2020-04-06,0,1
a_417,E8802926,745395,C57927,p600,2021-04-06,618000,b_75,745395,Adv_75,c_197,C57927,Client_197,e_5,p600,Prod_F,d_461,2021-04-06,1,1
a_418,E8260197,299218,C56444,p300,2020-05-03,820000,b_90,299218,Adv_90,c_58,C56444,Client_58,e_2,p300,Prod_C,d_123,2020-05-03,6,0
a_419,D5642217,451696,C55839,p300,2021-04-22,451000,b_88,451696,Adv_88,c_225,C55839,Client_225,e_2,p300,Prod_C,d_477,2021-04-22,3,1
a_420,B4070081,798525,C58334,p200,2021-07-17,915000,b_61,798525,Adv_61,c_66,C58334,Client_66,e_1,p200,Prod_B,d_563,2021-07-17,5,0
a_420,B4070081,798525,C58334,p200,2021-07-17,915000,b_61,798525,Adv_61,c_290,C58334,Client_290,e_1,p200,Prod_B,d_563,2021-07-17,5,0
a_421,B5990348,814758,C57791,p100,2022-07-26,137000,b_73,814758,Adv_73,c_11,C57791,Client_11,e_0,p100,Prod_A,d_937,2022-07-26,1,1
a_422,A6729716,100765,C55938,p200,2020-04-30,134000,b_93,100765,Adv_93,c_294,C55938,Client_294,e_1,p200,Prod_B,d_120,2020-04-30,3,1
a_423,B4882044,622781,C59945,p700,2022-10-11,514000,b_14,622781,Adv_14,c_284,C59945,Client_284,e_6,p700,Prod_G,d_1014,2022-10-11,1,1
a_424,E6444329,673595,C51193,p300,2022-04-22,126000,b_56,673595,Adv_56,c_180,C51193,Client_180,e_2,p300,Prod_C,d_842,2022-04-22,4,1
a_425,E3815222,949842,C59979,p600,2022-11-03,471000,b_85,949842,Adv_85,c_160,C59979,Client_160,e_5,p600,Prod_F,d_1037,2022-11-03,3,1
a_426,A3261224,242877,C53819,p100,2021-01-30,955000,b_42,242877,Adv_42,c_106,C53819,Client_106,e_0,p100,Prod_A,d_395,2021-01-30,5,0
a_427,D2573150,365269,C57746,p600,2020-06-13,903000,b_50,365269,Adv_50,c_117,C57746,Client_117,e_5,p600,Prod_F,d_164,2020-06-13,5,0
a_428,B8316627,562559,C53254,p300,2022-06-12,688000,b_11,562559,Adv_11,c_89,C53254,Client_89,e_2,p300,Prod_C,d_893,2022-06-12,6,0
a_429,F5995106,781748,C50576,p100,2021-03-24,297000,b_49,781748,Adv_49,c_221,C50576,Client_221,e_0,p100,Prod_A,d_448,2021-03-24,2,1
a_430,E4382167,365269,C52509,p400,2020-08-03,264000,b_50,365269,Adv_50,c_79,C52509,Client_79,e_3,p400,Prod_D,d_215,2020-08-03,0,1
a_431,E3508419,929461,C50049,p100,2021-07-21,326000,b_78,929461,Adv_78,c_245,C50049,Client_245,e_0,p100,Prod_A,d_567,2021-07-21,2,1
a_432,E3212718,949842,C58269,p700,2020-12-27,982000,b_85,949842,Adv_85,c_249,C58269,Client_249,e_6,p700,Prod_G,d_361,2020-12-27,6,0
a_433,C5897634,870280,C56358,p500,2021-03-03,269000,b_20,870280,Adv_20,c_253,C56358,Client_253,e_4,p500,Prod_E,d_427,2021-03-03,2,1
a_434,E7329783,918769,C59494,p400,2020-01-23,853000,b_31,918769,Adv_31,c_67,C59494,Client_67,e_3,p400,Prod_D,d_22,2020-01-23,3,1
a_435,A3902368,359102,C59003,p500,2020-12-25,681000,b_95,359102,Adv_95,c_34,C59003,Client_34,e_4,p500,Prod_E,d_359,2020-12-25,4,1
a_436,E1936373,207340,C53251,p700,2021-08-30,191000,b_27,207340,Adv_27,c_112,C53251,Client_112,e_6,p700,Prod_G,d_607,2021-08-30,0,1
a_437,D8803030,708313,C53819,p100,2021-08-13,176000,b_3,708313,Adv_3,c_106,C53819,Client_106,e_0,p100,Prod_A,d_590,2021-08-13,4,1
a_438,D4981168,119942,C51448,p700,2022-07-28,367000,b_32,119942,Adv_32,c_100,C51448,Client_100,e_6,p700,Prod_G,d_939,2022-07-28,3,1
a_439,B4533206,850104,C53766,p400,2020-10-14,848000,b_60,850104,Adv_60,c_142,C53766,Client_142,e_3,p400,Prod_D,d_287,2020-10-14,2,1
a_440,D5184545,562559,C51759,p700,2022-05-06,941000,b_11,562559,Adv_11,c_123,C51759,Client_123,e_6,p700,Prod_G,d_856,2022-05-06,4,1
a_441,A7115955,388490,C52071,p600,2020-07-31,343000,b_35,388490,Adv_35,c_244,C52071,Client_244,e_5,p600,Prod_F,d_212,2020-07-31,4,1
a_442,F3721547,389054,C57976,p600,2021-11-22,255000,b_8,389054,Adv_8,c_76,C57976,Client_76,e_5,p600,Prod_F,d_691,2021-11-22,0,1
a_443,F3977636,782892,C50704,p200,2020-12-03,147000,b_94,782892,Adv_94,c_14,C50704,Client_14,e_1,p200,Prod_B,d_337,2020-12-03,3,1
a_444,B1764390,102634,C57920,p600,2022-11-14,339000,b_67,102634,Adv_67,c_30,C57920,Client_30,e_5,p600,Prod_F,d_1048,2022-11-14,0,1
a_445,B4412027,741655,C53595,p400,2020-08-18,210000,b_65,741655,Adv_65,c_52,C53595,Client_52,e_3,p400,Prod_D,d_230,2020-08-18,1,1
a_446,D1844242,314898,C57794,p500,2022-02-08,512000,b_51,314898,Adv_51,c_217,C57794,Client_217,e_4,p500,Prod_E,d_769,2022-02-08,1,1
a_447,B4809567,314898,C55198,p100,2022-04-05,965000,b_51,314898,Adv_51,c_138,C55198,Client_138,e_0,p100,Prod_A,d_825,2022-04-05,1,1
a_448,B2369239,405276,C50029,p300,2020-05-08,108000,b_79,405276,Adv_79,c_55,C50029,Client_55,e_2,p300,Prod_C,d_128,2020-05-08,4,1
a_449,B2942657,691787,C52711,p400,2021-07-02,717000,b_37,691787,Adv_37,c_132,C52711,Client_132,e_3,p400,Prod_D,d_548,2021-07-02,4,1
a_450,B4972872,723674,C57636,p700,2020-07-08,324000,b_36,723674,Adv_36,c_183,C57636,Client_183,e_6,p700,Prod_G,d_189,2020-07-08,2,1
a_451,D8396208,359102,C50337,p100,2022-09-20,434000,b_95,359102,Adv_95,c_167,C50337,Client_167,e_0,p100,Prod_A,d_993,2022-09-20,1,1
a_452,B2438069,643025,C55204,p200,2022-01-19,359000,b_89,643025,Adv_89,c_103,C55204,Client_103,e_1,p200,Prod_B,d_749,2022-01-19,2,1
a_453,C1631347,253754,C53766,p500,2021-09-28,781000,b_4,253754,Adv_4,c_142,C53766,Client_142,e_4,p500,Prod_E,d_636,2021-09-28,1,1
a_454,D4976110,741655,C52792,p700,2022-12-12,761000,b_65,741655,Adv_65,c_165,C52792,Client_165,e_6,p700,Prod_G,d_1076,2022-12-12,0,1
a_455,A6301473,814758,C57971,p700,2021-04-11,919000,b_73,814758,Adv_73,c_145,C57971,Client_145,e_6,p700,Prod_G,d_466,2021-04-11,6,0
a_456,F2060097,197769,C54078,p300,2021-05-25,288000,b_69,197769,Adv_69,c_248,C54078,Client_248,e_2,p300,Prod_C,d_510,2021-05-25,1,1
a_457,E3452625,225473,C50943,p700,2020-08-01,141000,b_6,225473,Adv_6,c_269,C50943,Client_269,e_6,p700,Prod_G,d_213,2020-08-01,5,0
a_458,A6504136,450449,C59748,p200,2021-09-29,226000,b_71,450449,Adv_71,c_185,C59748,Client_185,e_1,p200,Prod_B,d_637,2021-09-29,2,1
a_459,C5120733,267231,C54582,p500,2021-01-17,726000,b_70,267231,Adv_70,c_26,C54582,Client_26,e_4,p500,Prod_E,d_382,2021-01-17,6,0
a_460,B5056378,949842,C53237,p400,2020-01-11,782000,b_85,949842,Adv_85,c_37,C53237,Client_37,e_3,p400,Prod_D,d_10,2020-01-11,5,0
a_461,D6487675,782892,C59967,p500,2020-01-16,245000,b_94,782892,Adv_94,c_176,C59967,Client_176,e_4,p500,Prod_E,d_15,2020-01-16,3,1
a_462,F3924216,571629,C50642,p100,2021-06-11,860000,b_66,571629,Adv_66,c_38,C50642,Client_38,e_0,p100,Prod_A,d_527,2021-06-11,4,1
a_463,F4869791,456688,C50029,p600,2021-03-13,613000,b_38,456688,Adv_38,c_55,C50029,Client_55,e_5,p600,Prod_F,d_437,2021-03-13,5,0
a_464,B5880877,314453,C58971,p100,2022-01-07,432000,b_23,314453,Adv_23,c_242,C58971,Client_242,e_0,p100,Prod_A,d_737,2022-01-07,4,1
a_465,B2332386,267231,C56288,p500,2020-02-11,809000,b_70,267231,Adv_70,c_254,C56288,Client_254,e_4,p500,Prod_E,d_41,2020-02-11,1,1
a_466,D7190243,456688,C59967,p600,2020-07-02,585000,b_38,456688,Adv_38,c_176,C59967,Client_176,e_5,p600,Prod_F,d_183,2020-07-02,3,1
a_467,E2726567,348325,C54146,p500,2022-09-09,539000,b_72,348325,Adv_72,c_101,C54146,Client_101,e_4,p500,Prod_E,d_982,2022-09-09,4,1
a_468,C7288673,248812,C55450,p200,2022-05-25,208000,b_82,248812,Adv_82,c_72,C55450,Client_72,e_1,p200,Prod_B,d_875,2022-05-25,2,1
a_469,D2839676,673595,C57255,p100,2021-11-05,146000,b_56,673595,Adv_56,c_215,C57255,Client_215,e_0,p100,Prod_A,d_674,2021-11-05,4,1
a_470,E7043651,351031,C59423,p500,2020-12-30,948000,b_18,351031,Adv_18,c_287,C59423,Client_287,e_4,p500,Prod_E,d_364,2020-12-30,2,1
a_471,B1603059,571629,C56301,p200,2020-10-29,709000,b_66,571629,Adv_66,c_204,C56301,Client_204,e_1,p200,Prod_B,d_302,2020-10-29,3,1
a_472,F4714070,934429,C51762,p500,2022-04-02,260000,b_57,934429,Adv_57,c_83,C51762,Client_83,e_4,p500,Prod_E,d_822,2022-04-02,5,0
a_473,F6817009,280189,C52081,p700,2021-10-25,117000,b_45,280189,Adv_45,c_234,C52081,Client_234,e_6,p700,Prod_G,d_663,2021-10-25,0,1
a_474,D7989029,723674,C57794,p100,2021-12-08,618000,b_36,723674,Adv_36,c_217,C57794,Client_217,e_0,p100,Prod_A,d_707,2021-12-08,2,1
a_475,E5192832,799164,C55603,p100,2020-04-25,686000,b_47,799164,Adv_47,c_7,C55603,Client_7,e_0,p100,Prod_A,d_115,2020-04-25,5,0
a_476,C7662574,253754,C50860,p700,2020-12-06,461000,b_4,253754,Adv_4,c_155,C50860,Client_155,e_6,p700,Prod_G,d_340,2020-12-06,6,0
a_477,A7423914,723674,C52509,p200,2021-08-05,797000,b_36,723674,Adv_36,c_79,C52509,Client_79,e_1,p200,Prod_B,d_582,2021-08-05,3,1
a_478,F5692234,728097,C53729,p700,2021-07-27,322000,b_97,728097,Adv_97,c_18,C53729,Client_18,e_6,p700,Prod_G,d_573,2021-07-27,1,1
a_479,B7875217,759091,C55754,p400,2022-12-05,920000,b_1,759091,Adv_1,c_111,C55754,Client_111,e_3,p400,Prod_D,d_1069,2022-12-05,0,1
a_480,E3994305,745395,C58088,p200,2020-05-08,212000,b_75,745395,Adv_75,c_74,C58088,Client_74,e_1,p200,Prod_B,d_128,2020-05-08,4,1
a_481,B7988617,942262,C57920,p300,2022-12-23,328000,b_22,942262,Adv_22,c_30,C57920,Client_30,e_2,p300,Prod_C,d_1087,2022-12-23,4,1
a_482,C6258654,102634,C53595,p700,2022-05-27,862000,b_67,102634,Adv_67,c_52,C53595,Client_52,e_6,p700,Prod_G,d_877,2022-05-27,4,1
